,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
224,39,Private,65796,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,1,6,40,United-States,<=50K
225,38,?,67245,HS-grad,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,-84,6,60,?,<=50K
226,18,Private,300515,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,-110,7,40,United-States,>50K
227,51,State-gov,273963,HS-grad,17,Married-civ-spouse,Transport-moving,Husband,Black,Female,3,3,82,United-States,<=50K
228,37,Private,227639,Some-college,10,Married-civ-spouse,Other-service,Unmarried,White,Female,-139,3,51,United-States,<=50K
229,30,Private,99003,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,-64,-2,47,United-States,<=50K
230,51,Self-emp-not-inc,218578,Assoc-voc,10,Married-civ-spouse,Other-service,Husband,White,Male,-135,4,40,United-States,<=50K
231,43,?,304137,1st-4th,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,-20,4,40,Canada,>50K
232,41,Private,302178,HS-grad,10,Married-civ-spouse,Tech-support,Husband,White,Male,1276,0,40,United-States,<=50K
233,33,?,236954,Masters,9,Divorced,Craft-repair,Husband,White,Male,-84,-2,30,United-States,<=50K
234,34,Private,177305,HS-grad,14,Married-civ-spouse,Sales,Own-child,White,Male,-76,-2,62,United-States,>50K
235,39,Self-emp-not-inc,166568,10th,10,Married-civ-spouse,Other-service,Own-child,White,Male,-70,3,29,United-States,<=50K
236,30,Private,325464,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,-84,-4,40,United-States,>50K
237,18,Private,84361,HS-grad,9,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,-81,6,25,United-States,<=50K
238,34,Private,54725,Assoc-voc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-114,3,27,United-States,>50K
239,17,?,184686,HS-grad,14,Married-civ-spouse,Other-service,Own-child,Amer-Indian-Eskimo,Male,-48,-2,40,Poland,>50K
240,37,Private,209952,Assoc-acdm,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,Black,Male,-74,-3,40,United-States,<=50K
241,40,State-gov,348167,HS-grad,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,-112,2,40,Mexico,<=50K
242,27,State-gov,44945,HS-grad,15,Married-civ-spouse,Other-service,Husband,White,Female,-110,6,40,Puerto-Rico,<=50K
243,45,Self-emp-inc,444184,Bachelors,9,Divorced,Transport-moving,Not-in-family,White,Male,-161,8,19,United-States,>50K
244,19,Private,255161,Masters,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,-75,6,40,China,<=50K
245,58,Private,285882,Some-college,16,Widowed,Craft-repair,Wife,White,Male,-51,6,30,China,>50K
246,49,Private,263162,10th,16,Married-civ-spouse,Priv-house-serv,Own-child,White,Male,-41,1740,40,Portugal,<=50K
247,37,Private,107924,Bachelors,14,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,-125,2,40,United-States,<=50K
248,29,Private,237403,HS-grad,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Female,-123,2,19,United-States,<=50K
249,20,Private,178764,Some-college,16,Separated,Farming-fishing,Own-child,White,Male,-118,-3,63,United-States,>50K
250,34,Local-gov,300230,HS-grad,14,Divorced,Sales,Husband,White,Male,-18,1,40,United-States,>50K
251,60,Local-gov,64735,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Own-child,White,Female,43,0,35,United-States,<=50K
252,41,Federal-gov,72291,1st-4th,13,Married-civ-spouse,Other-service,Wife,White,Male,-97,0,51,United-States,<=50K
253,48,Private,192801,Masters,14,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,-117,3,50,United-States,<=50K
254,60,Private,216934,5th-6th,9,Married-civ-spouse,Prof-specialty,Own-child,White,Female,-132,-2,25,Mexico,<=50K
255,52,Private,109514,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-101,2,40,United-States,>50K
256,53,?,300981,Bachelors,4,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,-21,4,40,United-States,<=50K
257,58,Self-emp-not-inc,175619,Doctorate,10,Married-civ-spouse,Adm-clerical,Own-child,Black,Female,-120,-3,40,Philippines,<=50K
258,41,Federal-gov,181372,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Female,-63,-1,40,United-States,>50K
259,19,?,308908,HS-grad,14,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,-107,2,1,United-States,<=50K
260,59,Private,78039,12th,9,Divorced,?,Not-in-family,Other,Female,-140,2,40,Vietnam,<=50K
261,51,Private,217193,HS-grad,9,Divorced,Armed-Forces,Husband,White,Male,-152,2,40,United-States,<=50K
262,63,?,74585,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-103,1928,38,United-States,<=50K
263,38,Private,207515,Assoc-voc,13,Married-civ-spouse,Other-service,Own-child,White,Male,-45,2046,40,Greece,<=50K
264,81,Private,97177,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,-134,6,47,United-States,<=50K
265,27,?,148115,HS-grad,14,Never-married,Adm-clerical,Own-child,White,Female,-102,5,40,United-States,<=50K
266,44,?,205186,Some-college,9,Married-civ-spouse,Transport-moving,Not-in-family,Black,Female,-12,3,38,United-States,<=50K
267,26,Private,102532,HS-grad,13,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,-1404,4,65,United-States,<=50K
268,39,Private,78594,HS-grad,13,Married-civ-spouse,Transport-moving,Husband,White,Female,-46,-1,40,United-States,>50K
269,60,Private,100811,HS-grad,14,Married-civ-spouse,Other-service,Not-in-family,White,Male,8,-3,34,United-States,<=50K
270,28,Local-gov,168098,10th,11,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,-28,4,40,United-States,<=50K
271,50,Private,214357,HS-grad,5,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,-124,5,63,Hungary,>50K
272,30,?,159084,Masters,9,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,-2,2391,46,Cuba,<=50K
273,61,Private,49148,HS-grad,9,Divorced,Armed-Forces,Not-in-family,White,Female,-58,1,40,Taiwan,<=50K
274,31,Self-emp-not-inc,146706,9th,9,Married-civ-spouse,Tech-support,Own-child,White,Female,-56,1842,40,United-States,<=50K
275,30,Private,360420,HS-grad,13,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Female,-71,1,40,?,<=50K
276,28,Private,226360,1st-4th,9,Married-civ-spouse,Other-service,Not-in-family,White,Male,16547,3,40,United-States,<=50K
277,64,Private,324897,Some-college,11,Never-married,Sales,Not-in-family,White,Male,-66,6,40,United-States,<=50K
278,49,?,73109,HS-grad,13,Married-civ-spouse,Sales,Not-in-family,White,Male,14111,1,40,Jamaica,<=50K
279,36,Self-emp-inc,179590,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,-148,6,40,United-States,>50K
280,37,Private,134535,Assoc-acdm,10,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,-141,6,40,United-States,<=50K
281,32,Private,73819,Assoc-acdm,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,-29,-2,51,United-States,>50K
282,55,Self-emp-inc,132369,Bachelors,16,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,-83,2,40,United-States,<=50K
283,54,Private,109009,1st-4th,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,376,5,64,United-States,<=50K
284,47,State-gov,185375,HS-grad,14,Never-married,Prof-specialty,Own-child,White,Male,-24,3,57,Jamaica,>50K
285,43,Private,81164,Assoc-voc,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,-85,5,50,United-States,>50K
286,26,Self-emp-not-inc,53171,Some-college,13,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,-48,6,40,Scotland,>50K
287,44,?,323528,Bachelors,10,Married-civ-spouse,Other-service,Own-child,White,Female,-418,4,33,Poland,>50K
288,38,Private,143891,Masters,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,-81,7,66,South,<=50K
289,38,Self-emp-not-inc,266881,HS-grad,15,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,-98,0,36,Cuba,>50K
290,37,Federal-gov,50982,Bachelors,11,Never-married,Adm-clerical,Own-child,White,Male,-111,8,58,United-States,<=50K
291,23,Self-emp-not-inc,114301,HS-grad,14,Married-civ-spouse,Other-service,Unmarried,White,Male,-43,4,40,United-States,>50K
292,38,?,57254,Some-college,9,Never-married,Adm-clerical,Husband,White,Male,-124,2,31,United-States,<=50K
293,47,Private,115095,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,-887,5,13,United-States,<=50K
294,44,Local-gov,20285,HS-grad,9,Widowed,Prof-specialty,Wife,White,Male,-4,3,38,United-States,>50K
295,42,Self-emp-inc,431333,Some-college,9,Divorced,Prof-specialty,Own-child,White,Male,-114,5,64,United-States,<=50K
296,45,Private,65484,Bachelors,10,Married-civ-spouse,Priv-house-serv,Husband,White,Male,-125,8,36,United-States,<=50K
297,17,Private,264938,HS-grad,10,Married-civ-spouse,?,Own-child,White,Female,-91,6,34,United-States,>50K
298,62,State-gov,196226,7th-8th,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-140,6,40,United-States,<=50K
299,40,?,172895,Assoc-voc,14,Married-civ-spouse,Sales,Unmarried,White,Male,8,-2,40,United-States,<=50K
300,43,Private,530580,Bachelors,17,Widowed,Adm-clerical,Own-child,White,Male,-145,0,40,United-States,>50K
301,43,Private,474750,Bachelors,6,Never-married,Adm-clerical,Unmarried,Black,Female,-131,2,40,United-States,<=50K
302,31,Local-gov,228096,Prof-school,10,Married-civ-spouse,Tech-support,Not-in-family,White,Male,-12,1,40,United-States,<=50K
303,39,Private,134513,HS-grad,10,Married-civ-spouse,?,Husband,White,Female,-35,6,40,England,>50K
304,59,Federal-gov,320895,HS-grad,10,Never-married,Sales,Own-child,White,Male,-82,0,33,United-States,>50K
305,61,Self-emp-inc,171287,Masters,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,-43,3,63,United-States,>50K
306,48,Private,348567,HS-grad,13,Married-civ-spouse,Other-service,Husband,White,Female,6074,6,56,?,>50K
307,37,Private,203655,5th-6th,2,Divorced,Transport-moving,Own-child,White,Female,-91,-2,40,United-States,<=50K
308,72,Private,144263,HS-grad,10,Never-married,Farming-fishing,Own-child,Other,Female,-129,2444,30,United-States,<=50K
309,43,Private,197997,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,-103,1,40,South,>50K
310,43,Private,225794,HS-grad,11,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,41,4,40,Vietnam,<=50K
311,44,Private,48508,HS-grad,8,Married-civ-spouse,Adm-clerical,Own-child,White,Female,-139,1,64,United-States,>50K
312,51,Private,207291,Bachelors,9,Widowed,Sales,Not-in-family,Black,Female,-152,4,64,United-States,>50K
313,24,State-gov,61885,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,-128,4,48,United-States,<=50K
314,29,Local-gov,252282,HS-grad,10,Married-civ-spouse,Sales,Not-in-family,White,Male,-115,5,40,United-States,<=50K
315,25,Private,325609,7th-8th,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,-37,-2,40,United-States,<=50K
316,29,?,413999,Bachelors,10,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Male,-127,7,40,?,>50K
317,39,Self-emp-not-inc,60947,10th,10,Separated,Machine-op-inspct,Husband,Black,Female,-64,-5,26,United-States,>50K
318,68,Private,146632,1st-4th,6,Married-civ-spouse,Other-service,Husband,Black,Male,15,1,40,United-States,<=50K
319,42,Private,239970,HS-grad,13,Divorced,Sales,Not-in-family,White,Male,1355,2,40,United-States,<=50K
320,21,Local-gov,110399,Assoc-acdm,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,-123,4,40,United-States,<=50K
321,25,?,142715,Bachelors,11,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,-110,7,40,United-States,<=50K
322,47,Private,174295,10th,9,Divorced,?,Own-child,White,Male,-353,6,38,United-States,>50K
323,28,Never-worked,103759,Masters,10,Divorced,Adm-clerical,Husband,White,Male,2237,6,51,United-States,<=50K
324,58,Private,26715,HS-grad,16,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,68,8,40,United-States,<=50K
325,18,?,139413,Bachelors,10,Divorced,Prof-specialty,Husband,White,Female,14,5,40,United-States,<=50K
326,32,Private,56280,HS-grad,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-70,4,6,Canada,>50K
327,21,?,165396,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,85,4,38,United-States,>50K
328,26,Private,123430,Some-college,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,-131,5,40,Philippines,>50K
329,46,Self-emp-not-inc,263403,9th,13,Never-married,Prof-specialty,Unmarried,White,Male,-114,6,39,United-States,>50K
330,28,Private,251178,Masters,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,-143,4,40,United-States,<=50K
331,36,Private,222604,Assoc-acdm,14,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,-129,2,40,Outlying-US(Guam-USVI-etc),<=50K
332,44,Federal-gov,76650,Some-college,10,Divorced,Protective-serv,Unmarried,White,Male,-21,3,62,United-States,<=50K
333,65,Self-emp-not-inc,202819,HS-grad,10,Married-civ-spouse,Sales,Wife,White,Male,-66,1,52,United-States,>50K
334,66,Private,151275,Assoc-acdm,8,Never-married,Adm-clerical,Husband,White,Male,-141,1,40,Ecuador,>50K
335,46,?,25958,Bachelors,9,Divorced,Tech-support,Not-in-family,White,Female,7063,4,40,United-States,<=50K
336,34,Self-emp-not-inc,52462,Bachelors,11,Married-civ-spouse,Protective-serv,Own-child,White,Male,-143,3,61,United-States,>50K
337,46,Private,190746,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,6033,6,39,United-States,<=50K
338,22,?,285598,HS-grad,13,Married-civ-spouse,?,Not-in-family,Asian-Pac-Islander,Female,-70,-2,56,United-States,<=50K
339,35,Local-gov,22049,Masters,9,Married-spouse-absent,Adm-clerical,Own-child,White,Male,-137,-3,40,Dominican-Republic,<=50K
340,46,Federal-gov,192797,HS-grad,7,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,-95,3,65,United-States,<=50K
341,42,Private,58935,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,-147,2,30,United-States,<=50K
342,30,Private,95614,Assoc-voc,9,Married-civ-spouse,Sales,Own-child,Black,Male,1991,3272,40,United-States,<=50K
343,90,Private,280183,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-131,3,40,United-States,<=50K
344,35,?,297517,HS-grad,14,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-149,6,62,United-States,<=50K
345,50,Private,145374,HS-grad,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2,40,United-States,<=50K
346,41,Local-gov,174035,Masters,14,Divorced,Other-service,Not-in-family,White,Female,-104,-4,31,United-States,<=50K
347,46,Private,348923,Some-college,10,Married-civ-spouse,Craft-repair,Unmarried,White,Male,-121,6,40,Philippines,>50K
348,68,Private,166253,HS-grad,9,Divorced,?,Husband,White,Female,3,5,40,?,<=50K
349,36,?,288063,Masters,10,Never-married,Craft-repair,Wife,Black,Female,-70,5,66,Iran,<=50K
350,33,Private,54825,Some-college,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-126,6,40,United-States,>50K
351,44,?,343717,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,-138,6,52,United-States,<=50K
352,31,Private,59471,Bachelors,14,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,-61,1,40,United-States,>50K
353,17,Private,233469,10th,14,Married-civ-spouse,Other-service,Own-child,White,Male,-38,0,40,United-States,<=50K
354,38,Self-emp-inc,126724,Doctorate,9,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,267,2,40,United-States,<=50K
355,30,Private,323855,HS-grad,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,-152,-1,40,United-States,<=50K
356,35,Private,48149,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,-98,8,30,United-States,<=50K
357,37,Private,117691,HS-grad,14,Never-married,Sales,Not-in-family,White,Female,-101,6,40,Ecuador,<=50K
358,19,Self-emp-inc,288745,HS-grad,9,Married-civ-spouse,Craft-repair,Other-relative,White,Male,-62,0,39,United-States,>50K
359,30,Self-emp-not-inc,302539,HS-grad,11,Married-civ-spouse,Prof-specialty,Own-child,White,Male,-1397,2,51,United-States,>50K
360,36,Private,198930,HS-grad,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,-133,2,40,United-States,>50K
361,31,Private,249635,Bachelors,10,Married-civ-spouse,?,Husband,Other,Female,-120,4,65,South,<=50K
362,50,Private,104013,10th,14,Divorced,Protective-serv,Husband,White,Female,-43,4,13,Nicaragua,<=50K
363,40,State-gov,30497,Masters,10,Separated,Farming-fishing,Husband,White,Female,-1557,5,40,Iran,<=50K
364,32,Local-gov,237047,HS-grad,9,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,-34,1,40,France,<=50K
365,29,State-gov,257030,5th-6th,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,-116,3,40,United-States,<=50K
366,45,?,253674,HS-grad,9,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,-135,6,40,United-States,<=50K
367,45,Self-emp-not-inc,36791,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,-128,2,58,Poland,>50K
368,65,Private,280512,HS-grad,10,Never-married,Exec-managerial,Not-in-family,White,Male,-154,6,40,United-States,>50K
369,45,Private,145222,HS-grad,13,Married-spouse-absent,Machine-op-inspct,Own-child,White,Female,-110,5,40,United-States,<=50K
370,26,Federal-gov,153657,Assoc-acdm,8,Married-civ-spouse,Craft-repair,Unmarried,Asian-Pac-Islander,Female,-99,1,40,Mexico,<=50K
371,60,Private,128502,HS-grad,12,Married-civ-spouse,Craft-repair,Own-child,White,Female,-76,3,36,United-States,<=50K
372,56,Never-worked,62976,Assoc-voc,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,-81,2,40,United-States,>50K
373,66,Private,136213,HS-grad,11,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,-62,5,40,United-States,<=50K
374,35,Federal-gov,152975,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,-68,1,59,Cuba,>50K
375,56,Self-emp-not-inc,299066,Some-college,9,Married-civ-spouse,Adm-clerical,Unmarried,Black,Male,46,1,48,United-States,>50K
376,20,Private,283780,HS-grad,10,Married-civ-spouse,Sales,Own-child,White,Male,-132,0,40,France,>50K
377,20,State-gov,194712,11th,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-111,6,40,United-States,<=50K
378,30,State-gov,148802,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,-57,2066,40,United-States,<=50K
379,17,Private,182656,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,-119,6,63,United-States,<=50K
380,19,Private,118720,Assoc-acdm,10,Never-married,Exec-managerial,Not-in-family,White,Male,3531,1,48,Haiti,>50K
381,35,Private,136543,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,-41,5,67,United-States,<=50K
382,81,Private,241402,Prof-school,14,Married-civ-spouse,Farming-fishing,Own-child,White,Male,-117,4,40,England,<=50K
383,22,Self-emp-not-inc,193914,Assoc-voc,16,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,-70,4,25,United-States,>50K
384,40,Private,79298,HS-grad,9,Married-civ-spouse,Prof-specialty,Other-relative,Black,Male,-92,9,40,United-States,<=50K
385,38,?,56389,HS-grad,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,-124,3,59,United-States,<=50K
386,29,Self-emp-inc,328928,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Male,15522,0,40,United-States,<=50K
387,50,?,240583,Bachelors,14,Divorced,Exec-managerial,Own-child,White,Male,871,3,30,United-States,>50K
388,36,Private,113138,HS-grad,16,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,-71,5,26,United-States,<=50K
389,39,Private,43969,Preschool,10,Never-married,Other-service,Not-in-family,Other,Male,-77,-4,63,United-States,>50K
390,64,Private,603864,Bachelors,10,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,-135,5,40,United-States,<=50K
391,29,?,148420,HS-grad,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,-158,3,40,?,>50K
392,26,Local-gov,307329,12th,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,-77,4,64,United-States,>50K
393,39,Self-emp-inc,158658,Bachelors,17,Married-civ-spouse,Sales,Own-child,White,Male,-153,3,40,United-States,<=50K
394,33,Self-emp-not-inc,47944,Some-college,13,Married-spouse-absent,Tech-support,Own-child,White,Male,-951,4,40,Hungary,>50K
395,55,Private,210026,Some-college,10,Separated,Craft-repair,Unmarried,White,Male,-889,-1,64,United-States,>50K
396,29,Private,494263,Bachelors,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,-36,4,49,United-States,<=50K
397,42,Private,264158,Bachelors,9,Married-civ-spouse,Other-service,Own-child,White,Female,72,3,3,United-States,>50K
398,52,?,35122,HS-grad,9,Married-civ-spouse,Transport-moving,Unmarried,White,Male,-15,7,62,United-States,<=50K
399,30,Private,231628,HS-grad,10,Married-civ-spouse,Sales,Not-in-family,White,Female,-122,5,39,India,<=50K
400,64,Private,133141,HS-grad,10,Never-married,Farming-fishing,Other-relative,White,Male,6944,6,41,United-States,<=50K
401,46,Self-emp-not-inc,432358,Some-college,14,Divorced,Adm-clerical,Own-child,White,Male,-154,5,40,United-States,<=50K
402,46,Local-gov,277891,Some-college,7,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Female,-92,6,40,United-States,<=50K
403,49,State-gov,113303,HS-grad,9,Never-married,Armed-Forces,Not-in-family,White,Male,-75,3,12,South,<=50K
404,34,Private,343553,Bachelors,9,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,-147,2,40,United-States,<=50K
405,41,?,161534,Prof-school,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,Black,Male,5808,1577,40,Taiwan,<=50K
406,35,Private,208228,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,-52,2,39,Cambodia,<=50K
407,19,Self-emp-not-inc,35502,5th-6th,9,Married-civ-spouse,?,Husband,White,Male,-853,4,40,United-States,<=50K
408,47,Private,141106,Preschool,6,Never-married,Machine-op-inspct,Husband,White,Male,-149,-2,40,United-States,<=50K
409,33,Private,164972,12th,14,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,-127,1,52,United-States,<=50K
410,36,Private,188673,Assoc-voc,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,-138,7,39,Hong,<=50K
411,31,Private,68926,11th,9,Married-civ-spouse,Adm-clerical,Own-child,White,Male,26,-2,40,United-States,>50K
412,64,Private,199000,Bachelors,13,Married-civ-spouse,?,Not-in-family,White,Male,-88,4,31,United-States,<=50K
413,43,Self-emp-not-inc,99115,HS-grad,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,-66,6,66,United-States,<=50K
414,31,Private,142235,Bachelors,7,Married-civ-spouse,Craft-repair,Husband,White,Male,-146,-5,40,United-States,<=50K
415,30,Private,314015,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,-1401,3,40,Mexico,>50K
416,31,Private,232411,Some-college,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,-141,1,40,United-States,>50K
417,57,Private,262513,HS-grad,3,Separated,Prof-specialty,Not-in-family,White,Male,-115,2167,40,Jamaica,<=50K
418,35,Private,65560,Some-college,14,Married-civ-spouse,Other-service,Husband,White,Male,1962,4,40,United-States,<=50K
419,74,Private,63751,Bachelors,11,Never-married,Sales,Own-child,White,Male,-71,1,40,United-States,<=50K
420,33,Local-gov,187411,Some-college,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-62,-2,51,United-States,<=50K
421,39,Private,66715,HS-grad,10,Married-AF-spouse,Protective-serv,Not-in-family,White,Female,-17,-2,40,United-States,>50K
422,39,Private,136597,11th,15,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,2393,6,46,United-States,<=50K
423,38,Private,145631,Bachelors,14,Married-civ-spouse,Exec-managerial,Own-child,White,Male,-133,5,51,United-States,>50K
424,20,Private,232951,Some-college,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,-169,2,40,United-States,>50K
425,33,Local-gov,305769,7th-8th,13,Married-civ-spouse,Tech-support,Husband,White,Male,-63,-2,40,United-States,<=50K
426,36,Self-emp-not-inc,72357,Assoc-acdm,9,Never-married,Exec-managerial,Not-in-family,White,Male,-121,1,40,United-States,<=50K
427,39,Self-emp-not-inc,170347,Assoc-voc,9,Married-civ-spouse,Tech-support,Own-child,White,Male,6043,4,40,United-States,>50K
428,26,Private,308932,HS-grad,10,Never-married,Handlers-cleaners,Own-child,White,Female,-109,6,40,United-States,>50K
429,20,Federal-gov,176557,HS-grad,9,Married-civ-spouse,Other-service,Unmarried,Black,Female,-135,6,16,United-States,<=50K
430,35,Local-gov,97166,Some-college,13,Widowed,Tech-support,Unmarried,White,Male,-120,4,40,United-States,<=50K
431,88,State-gov,211634,Doctorate,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-141,2,40,Scotland,>50K
432,55,Private,292269,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,-56,2,40,United-States,<=50K
433,39,Local-gov,75139,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,-148,-4,40,United-States,<=50K
434,35,Private,44149,Some-college,7,Never-married,Other-service,Wife,White,Female,-74,1,30,United-States,<=50K
435,43,Federal-gov,288284,Bachelors,9,Separated,Prof-specialty,Not-in-family,White,Female,-93,-3,74,Peru,<=50K
436,19,Private,23893,9th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,-72,3,63,United-States,>50K
437,37,Private,223972,1st-4th,14,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Male,16,2,40,United-States,<=50K
438,39,State-gov,262350,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,-78,5,65,United-States,<=50K
439,29,Private,169884,12th,9,Widowed,?,Husband,Black,Male,1,7,40,United-States,<=50K
440,31,Self-emp-not-inc,138622,Some-college,10,Divorced,Priv-house-serv,Husband,White,Male,29,4,40,India,>50K
441,51,Federal-gov,274842,10th,9,Never-married,Other-service,Not-in-family,White,Female,-59,3,40,Laos,>50K
442,60,Private,287439,Some-college,8,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,-90,3,40,United-States,>50K
443,40,Private,149727,Some-college,9,Married-civ-spouse,Protective-serv,Other-relative,White,Male,-165,6,64,United-States,<=50K
444,74,Self-emp-inc,158014,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,-107,-1,40,United-States,<=50K
445,48,Private,124979,12th,9,Never-married,Craft-repair,Own-child,White,Male,-1,2,27,United-States,<=50K
446,52,Local-gov,105283,HS-grad,10,Never-married,Protective-serv,Wife,Black,Female,10,5,51,United-States,<=50K
447,45,Private,133613,HS-grad,9,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,-108,-3,52,Outlying-US(Guam-USVI-etc),>50K
